Reef ID,ReefName,X_COORD,Y_COORD,Area_HA,Zone,MgmtArea,MgmtAreaCode,MgmtAreaShort
20-516,U/N Reef (20-516),150.901,-20.649,121.647,Habitat Protection,Southern Management Area,4,Southern
20-517,U/N Reef (20-517),150.909,-20.686,12.196,Habitat Protection,Southern Management Area,4,Southern
20-518,U/N Reef (20-518),150.911,-20.648,1.314,Habitat Protection,Southern Management Area,4,Southern
20-519,U/N Reef (20-519),150.914,-20.644,32.368,Habitat Protection,Southern Management Area,4,Southern
20-527,U/N Reef (20-527),150.981,-20.799,64.147,Habitat Protection,Southern Management Area,4,Southern
20-556,U/N Reef (20-556),151.106,-20.702,40.875,Habitat Protection,Southern Management Area,4,Southern
20-558,U/N Reef (20-558),150.613,-20.984,13.502,Habitat Protection,Southern Management Area,4,Southern
20-566,U/N Reef (20-566),151.365,-20.994,8.607,Habitat Protection,Southern Management Area,4,Southern
20-567,U/N Reef (20-567),151.37,-20.997,25.804,Habitat Protection,Southern Management Area,4,Southern
20-568,U/N Reef (20-568),151.371,-20.956,894.511,Habitat Protection,Southern Management Area,4,Southern
20-569,U/N Reef (20-569),151.379,-20.991,17.533,Habitat Protection,Southern Management Area,4,Southern
20-573,U/N Reef (20-573),151.454,-20.915,171.602,Habitat Protection,Southern Management Area,4,Southern
20-574,U/N Reef (20-574),151.459,-20.906,9.128,Habitat Protection,Southern Management Area,4,Southern
20-576,U/N Reef (20-576),151.472,-20.909,9.653,Habitat Protection,Southern Management Area,4,Southern
20-579,U/N Reef (20-579),151.339,-21,21.893,Habitat Protection,Southern Management Area,4,Southern
20-581,U/N Reef (20-581),150.457,-20.742,318.046,Habitat Protection,Southern Management Area,4,Southern
20-590,U/N Reef (20-590),150.371,-20.1,32.97,Habitat Protection,Southern Management Area,4,Southern
20-591,U/N Reef (20-591),150.373,-20.11,16.334,Habitat Protection,Southern Management Area,4,Southern
20-594,U/N Reef (20-594),150.382,-20.074,1.383,Habitat Protection,Southern Management Area,4,Southern
20-595,U/N Reef (20-595),150.387,-20.074,1.283,Habitat Protection,Southern Management Area,4,Southern
20-596,U/N Reef (20-596),150.389,-20.104,21.246,Habitat Protection,Southern Management Area,4,Southern
20-597,U/N Reef (20-597),150.397,-20.078,4.46,Habitat Protection,Southern Management Area,4,Southern
20-598,U/N Reef (20-598),150.403,-20.108,2.475,Habitat Protection,Southern Management Area,4,Southern
20-599,U/N Reef (20-599),150.406,-20.044,83.668,Habitat Protection,Southern Management Area,4,Southern
20-600,U/N Reef (20-600),150.41,-20.146,19.302,Habitat Protection,Southern Management Area,4,Southern
20-601,U/N Reef (20-601),150.413,-20.145,1.272,Habitat Protection,Southern Management Area,4,Southern
20-602,U/N Reef (20-602),150.414,-20.137,17.3,Habitat Protection,Southern Management Area,4,Southern
20-603,U/N Reef (20-603),150.425,-20.036,101.925,Habitat Protection,Southern Management Area,4,Southern
20-604,U/N Reef (20-604),150.432,-20.063,12.787,Habitat Protection,Southern Management Area,4,Southern
20-605,U/N Reef (20-605),150.489,-20.233,85.682,Habitat Protection,Southern Management Area,4,Southern
21-002,Oom Shoal (21-002),149.304,-21.054,54.229,Habitat Protection,Southern Management Area,4,Southern
21-005a,Downward Patches (No 1) (21-005a),149.291,-21.126,61.211,Habitat Protection,Southern Management Area,4,Southern
21-005b,Downward Patches (No 2) (21-005b),149.291,-21.136,8.143,Habitat Protection,Southern Management Area,4,Southern
21-005c,Downward Patches (No 3) (21-005c),149.289,-21.145,75.421,Habitat Protection,Southern Management Area,4,Southern
21-005d,Downward Patches (No 4) (21-005d),149.296,-21.154,20.019,Habitat Protection,Southern Management Area,4,Southern
21-005e,Downward Patches (No 5) (21-005e),149.316,-21.16,14.513,Habitat Protection,Southern Management Area,4,Southern
21-005f,Downward Patches (No 6) (21-005f),149.286,-21.163,110.054,Habitat Protection,Southern Management Area,4,Southern
21-005g,Downward Patches (No 7) (21-005g),149.311,-21.171,12.897,Habitat Protection,Southern Management Area,4,Southern
21-006,Dangerous Reef (21-006),149.245,-21.133,14.22,Habitat Protection,Southern Management Area,4,Southern
21-007,Flat Top Reef (21-007),149.239,-21.161,133.013,Habitat Protection,Southern Management Area,4,Southern
21-009,Round Top Reef (21-009),149.266,-21.174,21.314,Habitat Protection,Southern Management Area,4,Southern
21-012,Dudgeon Ledge (21-012),149.268,-21.267,32.809,Habitat Protection,Southern Management Area,4,Southern
21-013,Hay Reef (21-013),149.287,-21.275,49.285,Habitat Protection,Southern Management Area,4,Southern
21-014,Highwater Reef (21-014),149.302,-21.293,9.372,Habitat Protection,Southern Management Area,4,Southern
21-015,Victor Reef (21-015),149.325,-21.328,128.626,Habitat Protection,Southern Management Area,4,Southern
21-016,Coral Point Reef (21-016),149.319,-21.372,41.48,Habitat Protection,Southern Management Area,4,Southern
21-018,U/N Reef (21-018),149.333,-21.413,30.762,Habitat Protection,Southern Management Area,4,Southern
21-019,Freshwater Point Reef (21-019),149.338,-21.43,38.965,Habitat Protection,Southern Management Area,4,Southern
21-020,Cullen Reef (21-020),149.492,-21.424,16.861,Habitat Protection,Southern Management Area,4,Southern
21-021,Irving Island Reef (21-021),149.458,-21.455,22.04,Habitat Protection,Southern Management Area,4,Southern
21-022,Phillips Reef (21-022),149.494,-21.468,29.384,Habitat Protection,Southern Management Area,4,Southern
21-023,Taffy Reef (21-023),149.391,-21.475,60.158,Habitat Protection,Southern Management Area,4,Southern
21-024,Glendower Point Reef (21-024),149.396,-21.498,54.334,Habitat Protection,Southern Management Area,4,Southern
21-027,Snare Peak Reef (21-027),149.936,-21.103,16.166,Habitat Protection,Southern Management Area,4,Southern
21-029,Overfall Reef (21-029),149.63,-21.267,7.506,Habitat Protection,Southern Management Area,4,Southern
21-031,Prudhoe Island Reef (21-031),149.682,-21.316,103.517,Habitat Protection,Southern Management Area,4,Southern
21-032,Prudhoe Shoal (21-032),149.665,-21.327,291.589,Habitat Protection,Southern Management Area,4,Southern
21-033,Reid Reef (21-033),149.658,-21.371,12.873,Habitat Protection,Southern Management Area,4,Southern
21-034,Double Island Reef (21-034),149.83,-21.375,67.062,Habitat Protection,Southern Management Area,4,Southern
21-035,Lloyd Shoal (21-035),149.808,-21.388,80.341,Habitat Protection,Southern Management Area,4,Southern
21-036a,Viscount Shoals (No 1) (21-036a),149.568,-21.419,604.032,Habitat Protection,Southern Management Area,4,Southern
21-036b,Viscount Shoals (No 2) (21-036b),149.605,-21.411,612.275,Habitat Protection,Southern Management Area,4,Southern
21-036c,Viscount Shoals (No 3) (21-036c),149.576,-21.474,101.234,Habitat Protection,Southern Management Area,4,Southern
21-037,Renou Reef (21-037),149.821,-21.434,9.834,Habitat Protection,Southern Management Area,4,Southern
21-039,Knight Reef (21-039),149.714,-21.448,66.2,Habitat Protection,Southern Management Area,4,Southern
21-040,Minster Reef (21-040),149.848,-21.444,45.737,Habitat Protection,Southern Management Area,4,Southern
21-041,Festing Shoal (21-041),149.7,-21.468,75.326,Habitat Protection,Southern Management Area,4,Southern
21-043,Beaver Shoal (21-043),149.825,-21.467,59.79,Habitat Protection,Southern Management Area,4,Southern
21-044,Beverlac Reef (21-044),149.874,-21.456,24.33,Habitat Protection,Southern Management Area,4,Southern
21-045,Hull Reef (21-045),149.884,-21.466,33.994,Habitat Protection,Southern Management Area,4,Southern
21-046,Elamang Reef (21-046),149.664,-21.471,18.492,Habitat Protection,Southern Management Area,4,Southern
21-047,Still Reef (21-047),149.925,-21.476,7.511,Habitat Protection,Southern Management Area,4,Southern
21-048,Henderson Reef (21-048),149.911,-21.481,28.939,Habitat Protection,Southern Management Area,4,Southern
21-049,Keelan Reef (21-049),149.92,-21.49,25.084,Habitat Protection,Southern Management Area,4,Southern
21-050,Noel Reef (21-050),149.894,-21.494,57.218,Habitat Protection,Southern Management Area,4,Southern
21-051,Penn Reef (21-051),149.93,-21.495,9.148,Habitat Protection,Southern Management Area,4,Southern
21-052,Digby Reef (21-052),149.914,-21.5,60.068,Habitat Protection,Southern Management Area,4,Southern
21-054,Prince Reef (21-054),150.256,-21.066,73.953,Habitat Protection,Southern Management Area,4,Southern
21-055,Alarm Reef (21-055),150.239,-21.115,18.172,Habitat Protection,Southern Management Area,4,Southern
21-060,U/N Reef (21-060),150.592,-21.013,161.885,Habitat Protection,Southern Management Area,4,Southern
21-066,U/N Reef (21-066),150.779,-21.089,25.826,Habitat Protection,Southern Management Area,4,Southern
21-067,U/N Reef (21-067),150.902,-21.116,214.135,Habitat Protection,Southern Management Area,4,Southern
21-069,U/N Reef (21-069),150.995,-21.112,137.354,Habitat Protection,Southern Management Area,4,Southern
21-070,U/N Reef (21-070),150.79,-21.133,125.509,Habitat Protection,Southern Management Area,4,Southern
21-071,U/N Reef (21-071),150.763,-21.136,132.911,Habitat Protection,Southern Management Area,4,Southern
21-073,U/N Reef (21-073),150.856,-21.139,28.149,Habitat Protection,Southern Management Area,4,Southern
21-074,U/N Reef (21-074),150.845,-21.156,497.705,Habitat Protection,Southern Management Area,4,Southern
21-075,U/N Reef (21-075),150.934,-21.164,134.16,Habitat Protection,Southern Management Area,4,Southern
21-076,U/N Reef (21-076),150.873,-21.186,1218.945,Habitat Protection,Southern Management Area,4,Southern
21-077,U/N Reef (21-077),150.942,-21.192,698.62,Habitat Protection,Southern Management Area,4,Southern
21-078,U/N Reef (21-078),150.822,-21.201,297.537,Habitat Protection,Southern Management Area,4,Southern
21-079,U/N Reef (21-079),150.793,-21.214,283.011,Habitat Protection,Southern Management Area,4,Southern
21-080,U/N Reef (21-080),150.769,-21.226,56.915,Habitat Protection,Southern Management Area,4,Southern
21-081,U/N Reef (21-081),150.883,-21.224,631.335,Habitat Protection,Southern Management Area,4,Southern
21-082,U/N Reef (21-082),150.897,-21.246,495.373,Habitat Protection,Southern Management Area,4,Southern
21-083,U/N Reef (21-083),150.912,-21.258,67.921,Habitat Protection,Southern Management Area,4,Southern
21-084,U/N Reef (21-084),150.931,-21.278,119.692,Habitat Protection,Southern Management Area,4,Southern
21-085,U/N Reef (21-085),150.936,-21.308,49.807,Habitat Protection,Southern Management Area,4,Southern
21-086,Paul Reef (21-086),150.785,-21.332,10683.218,Habitat Protection,Southern Management Area,4,Southern
21-087,U/N Reef (21-087),150.975,-21.384,10669.406,Habitat Protection,Southern Management Area,4,Southern
21-088,U/N Reef (21-088),151.325,-21.024,395.574,Habitat Protection,Southern Management Area,4,Southern
21-089,U/N Reef (21-089),151.415,-21.013,452.737,Habitat Protection,Southern Management Area,4,Southern
21-090,U/N Reef (21-090),151.445,-21.01,2.733,Habitat Protection,Southern Management Area,4,Southern
21-091,U/N Reef (21-091),151.554,-21.042,94.048,Habitat Protection,Southern Management Area,4,Southern
21-092,U/N Reef (21-092),151.163,-21.013,147.775,Habitat Protection,Southern Management Area,4,Southern
21-094,U/N Reef (21-094),151.152,-21.035,348.061,Habitat Protection,Southern Management Area,4,Southern
21-095,U/N Reef (21-095),151.28,-21.042,166.397,Habitat Protection,Southern Management Area,4,Southern
21-096,U/N Reef (21-096),151.409,-21.037,37.049,Habitat Protection,Southern Management Area,4,Southern
21-097,U/N Reef (21-097),151.481,-21.039,352.249,Habitat Protection,Southern Management Area,4,Southern
21-098,U/N Reef (21-098),151.421,-21.042,8.978,Habitat Protection,Southern Management Area,4,Southern
21-099,U/N Reef (21-099),151.379,-21.05,51.916,Habitat Protection,Southern Management Area,4,Southern
21-100,U/N Reef (21-100),151.071,-21.071,64.183,Habitat Protection,Southern Management Area,4,Southern
21-101,U/N Reef (21-101),151.528,-21.015,1984.552,Habitat Protection,Southern Management Area,4,Southern
21-102,U/N Reef (21-102),151.434,-21.072,11.094,Habitat Protection,Southern Management Area,4,Southern
21-103,U/N Reef (21-103),151.369,-21.079,127.446,Habitat Protection,Southern Management Area,4,Southern
21-105,U/N Reef (21-105),151.47,-21.105,32.699,Habitat Protection,Southern Management Area,4,Southern
21-106,U/N Reef (21-106),151.226,-21.121,44.041,Habitat Protection,Southern Management Area,4,Southern
21-107,U/N Reef (21-107),151.212,-21.122,282.256,Habitat Protection,Southern Management Area,4,Southern
21-108,U/N Reef (21-108),151.138,-21.122,164.654,Habitat Protection,Southern Management Area,4,Southern
21-109,U/N Reef (21-109),151.074,-21.123,480.126,Habitat Protection,Southern Management Area,4,Southern
21-110,U/N Reef (21-110),151.178,-21.138,465.566,Habitat Protection,Southern Management Area,4,Southern
21-111,U/N Reef (21-111),151.353,-21.139,139.183,Habitat Protection,Southern Management Area,4,Southern
21-112,U/N Reef (21-112),151.304,-21.156,13.051,Habitat Protection,Southern Management Area,4,Southern
21-113a,U/N Reef (21-113a),151.355,-21.164,105.677,Habitat Protection,Southern Management Area,4,Southern
21-113b,U/N Reef (21-113b),151.372,-21.159,128.776,Habitat Protection,Southern Management Area,4,Southern
21-113c,U/N Reef (21-113c),151.364,-21.162,138.173,Habitat Protection,Southern Management Area,4,Southern
21-113d,U/N Reef (21-113d),151.36,-21.172,120.539,Habitat Protection,Southern Management Area,4,Southern
21-113e,U/N Reef (21-113e),151.371,-21.171,155.373,Habitat Protection,Southern Management Area,4,Southern
21-114a,U/N Reef (21-114a),151.43,-21.164,43.839,Habitat Protection,Southern Management Area,4,Southern
21-114b,U/N Reef (21-114b),151.43,-21.171,68.02,Habitat Protection,Southern Management Area,4,Southern
21-114c,U/N Reef (21-114c),151.435,-21.168,80.957,Habitat Protection,Southern Management Area,4,Southern
21-115,U/N Reef (21-115),151.037,-21.177,2201.449,Habitat Protection,Southern Management Area,4,Southern
21-116,U/N Reef (21-116),151.013,-21.215,274.724,Habitat Protection,Southern Management Area,4,Southern
21-117,U/N Reef (21-117),151.213,-21.194,1572.49,Habitat Protection,Southern Management Area,4,Southern
21-118,U/N Reef (21-118),151.275,-21.202,458.821,Habitat Protection,Southern Management Area,4,Southern
21-119,U/N Reef (21-119),151.195,-21.216,553.245,Habitat Protection,Southern Management Area,4,Southern
21-120,U/N Reef (21-120),151.417,-21.212,80.067,Habitat Protection,Southern Management Area,4,Southern
21-121,U/N Reef (21-121),151.399,-21.24,333.218,Habitat Protection,Southern Management Area,4,Southern
21-122,U/N Reef (21-122),151.298,-21.248,129.83,Habitat Protection,Southern Management Area,4,Southern
21-123,U/N Reef (21-123),151.182,-21.256,443.562,Habitat Protection,Southern Management Area,4,Southern
21-124,U/N Reef (21-124),151.128,-21.257,532.776,Habitat Protection,Southern Management Area,4,Southern
21-125,U/N Reef (21-125),151.375,-21.265,277.485,Habitat Protection,Southern Management Area,4,Southern
21-126,U/N Reef (21-126),151.204,-21.295,14.252,Habitat Protection,Southern Management Area,4,Southern
21-127a,U/N Reef (21-127a),151.114,-21.292,146.999,Habitat Protection,Southern Management Area,4,Southern
21-127b,U/N Reef (21-127b),151.12,-21.318,41.999,Habitat Protection,Southern Management Area,4,Southern
21-128,Storm Reef (21-128),151.167,-21.322,5316.055,Habitat Protection,Southern Management Area,4,Southern
21-142,U/N Reef (21-142),151.554,-21.004,641.218,Habitat Protection,Southern Management Area,4,Southern
21-143,U/N Reef (21-143),151.563,-21.042,154.214,Habitat Protection,Southern Management Area,4,Southern
21-144,U/N Reef (21-144),151.572,-21.05,580.04,Habitat Protection,Southern Management Area,4,Southern
21-145a,U/N Reef (21-145a),151.61,-21.065,2773.972,Habitat Protection,Southern Management Area,4,Southern
21-145b,U/N Reef (21-145b),151.599,-21.099,794.78,Habitat Protection,Southern Management Area,4,Southern
21-145c,U/N Reef (21-145c),151.597,-21.04,35.292,Habitat Protection,Southern Management Area,4,Southern
21-146,U/N Reef (21-146),151.642,-21.077,347.201,Habitat Protection,Southern Management Area,4,Southern
21-147,U/N Reef (21-147),151.664,-21.07,1218.837,Habitat Protection,Southern Management Area,4,Southern
21-148,Patricia Mather Reef (21-148),151.688,-21.082,1063.516,Habitat Protection,Southern Management Area,4,Southern
21-149,U/N Reef (21-149),151.716,-21.096,1185.351,Habitat Protection,Southern Management Area,4,Southern
