Reef ID,ReefName,X_COORD,Y_COORD,Area_HA,Zone,MgmtArea,MgmtAreaCode,MgmtAreaShort
23-042a,Haberfield Shoal (23-042a),151.778,-23.032,1467.974,Habitat Protection,Southern Management Area,4,Southern
23-042b,Guthrie Shoal (23-042b),151.843,-23.049,354.625,Habitat Protection,Southern Management Area,4,Southern
23-043,Johnson Patch (23-043),151.597,-23.078,31.342,Habitat Protection,Southern Management Area,4,Southern
23-044,Douglas Shoal (23-044),151.667,-23.091,897.388,Habitat Protection,Southern Management Area,4,Southern
23-058,Keppel Rocks Reef (23-058),151.05,-23.43,25.963,Habitat Protection,Southern Management Area,4,Southern
23-059b,Curtis Island Reef (No 2) (23-059b),151.062,-23.449,42.942,Habitat Protection,Southern Management Area,4,Southern
23-059d,Curtis Island Reef (No 4) (23-059d),151.308,-23.748,160.356,Habitat Protection,Southern Management Area,4,Southern
23-060,Rat Reef (23-060),151.318,-23.765,15.876,Habitat Protection,Southern Management Area,4,Southern
23-061a,North Point Reef (Facing Island Reef) (23-061a),151.334,-23.754,58.314,Habitat Protection,Southern Management Area,4,Southern
23-061b,Facing Island Reef (No 2) (23-061b),151.327,-23.765,30.812,Habitat Protection,Southern Management Area,4,Southern
23-061c,Pearl Ledge (Facing Island Reef No 3) (23-061c),151.364,-23.801,104.432,Habitat Protection,Southern Management Area,4,Southern
23-061d,Facing Island Reef (No 4) (23-061d),151.382,-23.83,51.271,Habitat Protection,Southern Management Area,4,Southern
23-061e,East Point Ledge (Facing Island Reef) (23-061e),151.393,-23.857,70.349,Habitat Protection,Southern Management Area,4,Southern
23-062,Manning Reef (23-062),151.356,-23.856,39.266,Habitat Protection,Southern Management Area,4,Southern
23-064,Sable Chief Rocks Reef (23-064),151.388,-23.814,4.728,Habitat Protection,Southern Management Area,4,Southern
23-066,Curtis Rock Reef (23-066),151.481,-23.933,4.418,Habitat Protection,Southern Management Area,4,Southern
23-067a,Seal Rocks Reef (No 1) (23-067a),151.494,-23.95,45.548,Habitat Protection,Southern Management Area,4,Southern
23-067b,Seal Rocks Reef (No 2) (23-067b),151.485,-23.962,180.466,Habitat Protection,Southern Management Area,4,Southern
23-067c,Seal Rocks Reef (No 3) (23-067c),151.482,-23.974,34.89,Habitat Protection,Southern Management Area,4,Southern
23-072,Rock Cod Shoal (23-072),151.618,-23.674,2562.055,Habitat Protection,Southern Management Area,4,Southern
23-082b,U/N Reef (23-082b),152.397,-23.921,5.843,Habitat Protection,Southern Management Area,4,Southern
23-083b,U/N Reef (23-083b),150.825,-23.235,37.367,Habitat Protection,Southern Management Area,4,Southern
23-084,Farmers Reef (23-084),151.318,-23.772,6.239,Habitat Protection,Southern Management Area,4,Southern
23-085,Turtle Island Reef (23-085),151.265,-23.799,20.35,Habitat Protection,Southern Management Area,4,Southern
23-086,Bushy Island Reef (23-086),151.338,-23.834,2.098,Habitat Protection,Southern Management Area,4,Southern
23-090,Stuart Shoal (23-090),152.465,-23.871,66.043,Habitat Protection,Southern Management Area,4,Southern
24-003,U/N Reef (24-003),151.736,-24.006,107.615,Habitat Protection,Southern Management Area,4,Southern
24-009a,Herald Patches (No 1) (24-009a),152.667,-24.21,1489.889,Habitat Protection,Southern Management Area,4,Southern
24-009b,Herald Patches (No 2) (24-009b),152.742,-24.206,219.505,Habitat Protection,Southern Management Area,4,Southern
24-009c,Herald Patches (No 3) (24-009c),152.751,-24.215,282.099,Habitat Protection,Southern Management Area,4,Southern
17-065,Bob Endean Reef (17-065),146.727,-17.876,1859.414,Habitat Protection,Central Management Area,3,Central
17-067,U/N Reef (17-067),146.6,-17.969,717.118,Habitat Protection,Central Management Area,3,Central
17-071,U/N Reef (17-071),146.822,-17.894,114.2,Habitat Protection,Central Management Area,3,Central
18-007,Kennedy Shoal (18-007),146.451,-18.079,1050.075,Habitat Protection,Central Management Area,3,Central
18-023,U/N Reef (18-023),146.967,-18.134,430.53,Habitat Protection,Central Management Area,3,Central
18-035,Thread Shoal (18-035),147.175,-18.343,158.221,Habitat Protection,Central Management Area,3,Central
18-036,Urchin Shoal (18-036),147.081,-18.347,50.235,Habitat Protection,Central Management Area,3,Central
18-038,Thimble Shoal (18-038),147.259,-18.374,67.158,Habitat Protection,Central Management Area,3,Central
18-044,Westmoreland Reef (18-044),147.102,-18.493,440.268,Habitat Protection,Central Management Area,3,Central
18-050,Lady Elliot Reef (18-050),146.331,-18.682,51.277,Habitat Protection,Central Management Area,3,Central
18-052a,Curacoa (Noogoo) Reef (No 1) (18-052a),146.563,-18.665,33.601,Habitat Protection,Central Management Area,3,Central
18-053,Fantome (Eumilli) Island Reef (18-053),146.512,-18.677,182.962,Habitat Protection,Central Management Area,3,Central
18-054a,Great Palm Island Reef (No 1) (18-054a),146.576,-18.717,717.91,Habitat Protection,Central Management Area,3,Central
18-058,Eclipse (Garoogubbee) Reef (18-058),146.55,-18.769,12.022,Habitat Protection,Central Management Area,3,Central
18-059,Esk (Soopun) Reef (18-059),146.521,-18.774,23.22,Habitat Protection,Central Management Area,3,Central
18-062,Brisk-Falcon Reef (18-062),146.535,-18.777,80.599,Habitat Protection,Central Management Area,3,Central
18-064,Fly Island Reef (18-064),146.525,-18.829,23.019,Habitat Protection,Central Management Area,3,Central
18-065,Havannah Reef (18-065),146.538,-18.843,85.112,Habitat Protection,Central Management Area,3,Central
18-066,Acheron Reef (18-066),146.631,-18.964,26.258,Habitat Protection,Central Management Area,3,Central
18-067,Phillips Reef (18-067),146.619,-18.976,0.997,Habitat Protection,Central Management Area,3,Central
18-068,Cordelia Rocks Reef (18-068),146.685,-18.996,60.916,Habitat Protection,Central Management Area,3,Central
18-069b,Braggs Reef (18-069b),147.14,-18.547,1976.67,Habitat Protection,Central Management Area,3,Central
18-072,French Reef (18-072),147.232,-18.547,662.997,Habitat Protection,Central Management Area,3,Central
18-092,Anzac Reefs (No 4) (18-092),147.946,-18.75,157.765,Habitat Protection,Central Management Area,3,Central
18-093,Anzac Reefs (No 5) (18-093),147.934,-18.765,522.166,Habitat Protection,Central Management Area,3,Central
18-097,U/N Reef (18-097),148.017,-18.797,35.715,Habitat Protection,Central Management Area,3,Central
18-098,U/N Reef (18-098),147.977,-18.824,83.228,Habitat Protection,Central Management Area,3,Central
18-104,U/N Reef (18-104),147.868,-18.905,65.646,Habitat Protection,Central Management Area,3,Central
18-107,U/N Reef (18-107),148.033,-18.816,95.96,Habitat Protection,Central Management Area,3,Central
18-108,U/N Reef (18-108),148.129,-18.837,50.018,Habitat Protection,Central Management Area,3,Central
18-109,U/N Reef (18-109),148.071,-18.837,22.552,Habitat Protection,Central Management Area,3,Central
18-110,U/N Reef (18-110),148.165,-18.857,39.147,Habitat Protection,Central Management Area,3,Central
18-111,Eagle Reef (18-111),148.079,-18.854,121.918,Habitat Protection,Central Management Area,3,Central
18-113,U/N Reef (18-113),148.196,-18.888,20.909,Habitat Protection,Central Management Area,3,Central
18-114,U/N Reef (18-114),148.245,-18.892,64.408,Habitat Protection,Central Management Area,3,Central
18-116,U/N Reef (18-116),148.318,-18.933,524.186,Habitat Protection,Central Management Area,3,Central
18-117,U/N Reef (18-117),148.29,-18.955,853.288,Habitat Protection,Central Management Area,3,Central
18-121b,Hall Reef (South) (18-121b),147.49,-18.673,374.538,Habitat Protection,Central Management Area,3,Central
18-122,U/N Reef (18-122),148.545,-18.925,279.511,Habitat Protection,Central Management Area,3,Central
18-123,U/N Reef (18-123),148.484,-18.988,181.903,Habitat Protection,Central Management Area,3,Central
18-124,U/N Reef (18-124),147.39,-18.385,480.252,Habitat Protection,Central Management Area,3,Central
18-130,U/N Reef (18-130),148.099,-18.825,11.617,Habitat Protection,Central Management Area,3,Central
18-131,U/N Reef (18-131),148.12,-18.789,103.473,Habitat Protection,Central Management Area,3,Central
18-132,U/N Reef (18-132),148.181,-18.82,197.545,Habitat Protection,Central Management Area,3,Central
18-133,U/N Reef (18-133),148.245,-18.847,169.734,Habitat Protection,Central Management Area,3,Central
18-134,U/N Reef (18-134),148.295,-18.877,108.093,Habitat Protection,Central Management Area,3,Central
18-138,U/N Reef (18-138),146.97,-18.157,72.789,Habitat Protection,Central Management Area,3,Central
18-139,U/N Reef (18-139),146.979,-18.146,58.01,Habitat Protection,Central Management Area,3,Central
18-800,U/N Reef (18-800),146.346,-18.938,92.158,Habitat Protection,Central Management Area,3,Central
19-001,Bramble Rock Reef (19-001),146.628,-19.023,0.895,Habitat Protection,Central Management Area,3,Central
19-002,Herald Island Reef (19-002),146.63,-19.028,27.778,Habitat Protection,Central Management Area,3,Central
19-003,Rattlesnake Island Reef (19-003),146.609,-19.038,32.952,Habitat Protection,Central Management Area,3,Central
19-004,Lorne Reef (19-004),146.587,-19.035,0.097,Habitat Protection,Central Management Area,3,Central
19-005,Paluma Shoals (19-005),146.561,-19.098,126.541,Habitat Protection,Central Management Area,3,Central
19-006,Orchard Rocks Reef (19-006),146.881,-19.109,3.111,Habitat Protection,Central Management Area,3,Central
19-009b,Magnetic Island Reef (No 1) (19-009b),146.85,-19.166,48.459,Habitat Protection,Central Management Area,3,Central
19-009f,Magnetic Island Reef (No 5) (19-009f),146.862,-19.111,25.678,Habitat Protection,Central Management Area,3,Central
19-020,Morinda Shoal (19-020),147.637,-19.141,835.138,Habitat Protection,Central Management Area,3,Central
19-021,Tink Shoal (19-021),147.858,-19.362,218.037,Habitat Protection,Central Management Area,3,Central
19-023,Pakhoi Bank (19-023),147.883,-19.447,38.627,Habitat Protection,Central Management Area,3,Central
19-026,U/N Reef (19-026),148.429,-19.036,725.379,Habitat Protection,Central Management Area,3,Central
19-027,Pollux Reef (19-027),148.304,-19.047,1025.112,Habitat Protection,Central Management Area,3,Central
19-030,U/N Reef (19-030),148.201,-19.081,331.244,Habitat Protection,Central Management Area,3,Central
19-031,Crotan Reef (19-031),148.231,-19.077,265.061,Habitat Protection,Central Management Area,3,Central
19-032,U/N Reef (19-032),148.247,-19.093,101.411,Habitat Protection,Central Management Area,3,Central
19-033,U/N Reef (19-033),148.267,-19.093,103.176,Habitat Protection,Central Management Area,3,Central
19-034,Tabias Reef (19-034),148.287,-19.096,334.621,Habitat Protection,Central Management Area,3,Central
19-035,U/N Reef (19-035),148.461,-19.083,240.362,Habitat Protection,Central Management Area,3,Central
19-036,U/N Reef (19-036),148.322,-19.096,640.342,Habitat Protection,Central Management Area,3,Central
19-037,U/N Reef (19-037),148.306,-19.104,31.983,Habitat Protection,Central Management Area,3,Central
19-038d,Dingo Reef (No 4) (19-038d),148.345,-19.111,1417.734,Habitat Protection,Central Management Area,3,Central
19-038e,Dingo Reef (No 5) (19-038e),148.385,-19.12,3488.789,Habitat Protection,Central Management Area,3,Central
19-041,U/N Reef (19-041),148.16,-19.183,442.353,Habitat Protection,Central Management Area,3,Central
19-049,Lynx Reef (19-049),148.564,-19.032,483.085,Habitat Protection,Central Management Area,3,Central
19-067,U/N Reef (19-067),148.634,-19.359,381.4,Habitat Protection,Central Management Area,3,Central
19-068,U/N Reef (19-068),148.683,-19.351,1580.314,Habitat Protection,Central Management Area,3,Central
19-069,U/N Reef (19-069),148.99,-19.343,156.752,Habitat Protection,Central Management Area,3,Central
19-070,U/N Reef (19-070),148.727,-19.352,696.901,Habitat Protection,Central Management Area,3,Central
19-072b,Gould Reef (No 2) (19-072b),148.722,-19.456,4240.07,Habitat Protection,Central Management Area,3,Central
19-072c,Gould Reef (No 3) (19-072c),148.736,-19.503,3352.518,Habitat Protection,Central Management Area,3,Central
19-073,U/N Reef (19-073),148.999,-19.411,18.815,Habitat Protection,Central Management Area,3,Central
19-075,Martin Reef (19-075),148.824,-19.481,683.363,Habitat Protection,Central Management Area,3,Central
19-079,U/N Reef (19-079),149.097,-19.278,89.138,Habitat Protection,Central Management Area,3,Central
19-080,U/N Reef (19-080),149.064,-19.283,52.631,Habitat Protection,Central Management Area,3,Central
19-081,Ellen Reef (19-081),149.244,-19.311,1347.613,Habitat Protection,Central Management Area,3,Central
19-083,U/N Reef (19-083),149.188,-19.333,55.92,Habitat Protection,Central Management Area,3,Central
19-084,U/N Reef (19-084),149.215,-19.342,156.354,Habitat Protection,Central Management Area,3,Central
19-085,U/N Reef (19-085),149.158,-19.352,34.566,Habitat Protection,Central Management Area,3,Central
19-086,U/N Reef (19-086),149.026,-19.35,176.42,Habitat Protection,Central Management Area,3,Central
19-087,U/N Reef (19-087),149.031,-19.371,32.371,Habitat Protection,Central Management Area,3,Central
19-088,U/N Reef (19-088),149.097,-19.359,116.374,Habitat Protection,Central Management Area,3,Central
19-089,U/N Reef (19-089),149.114,-19.36,121.95,Habitat Protection,Central Management Area,3,Central
19-090,U/N Reef (19-090),149.072,-19.373,738.742,Habitat Protection,Central Management Area,3,Central
19-091,Eulalie Reef (19-091),149.416,-19.341,1244.952,Habitat Protection,Central Management Area,3,Central
19-092,U/N Reef (19-092),149.185,-19.369,1130.917,Habitat Protection,Central Management Area,3,Central
19-093,U/N Reef (19-093),149.037,-19.395,17.814,Habitat Protection,Central Management Area,3,Central
19-094,U/N Reef (19-094),149.451,-19.443,56.308,Habitat Protection,Central Management Area,3,Central
19-095,U/N Reef (19-095),149.226,-19.459,6544.017,Habitat Protection,Central Management Area,3,Central
19-098,Wansfell Reef (19-098),149.119,-19.5,492.702,Habitat Protection,Central Management Area,3,Central
19-099,Joist Reef (19-099),149.632,-19.46,2359.362,Habitat Protection,Central Management Area,3,Central
19-102,Camp Reef (19-102),147.896,-19.854,40.973,Habitat Protection,Central Management Area,3,Central
19-106,Middle Island Reef (19-106),148.364,-19.988,31.884,Habitat Protection,Central Management Area,3,Central
19-108,U/N Reef (19-108),148.882,-19.531,121.497,Habitat Protection,Central Management Area,3,Central
19-110,Rattray Reef (19-110),148.555,-19.996,21.418,Habitat Protection,Central Management Area,3,Central
19-111,U/N Reef (19-111),149.222,-19.52,206.935,Habitat Protection,Central Management Area,3,Central
19-112,U/N Reef (19-112),149.231,-19.531,125.336,Habitat Protection,Central Management Area,3,Central
19-114,U/N Reef (19-114),149.044,-19.539,363.438,Habitat Protection,Central Management Area,3,Central
19-115,U/N Reef (19-115),149.039,-19.556,26.744,Habitat Protection,Central Management Area,3,Central
19-117,U/N Reef (19-117),149.366,-19.532,157.016,Habitat Protection,Central Management Area,3,Central
19-118a,U/N Reef (19-118a),149.395,-19.533,29.231,Habitat Protection,Central Management Area,3,Central
19-118b,U/N Reef (19-118b),149.388,-19.538,11.67,Habitat Protection,Central Management Area,3,Central
19-118c,U/N Reef (19-118c),149.39,-19.516,11.756,Habitat Protection,Central Management Area,3,Central
19-118d,U/N Reef (19-118d),149.391,-19.535,11.197,Habitat Protection,Central Management Area,3,Central
19-118e,U/N Reef (19-118e),149.396,-19.544,18.968,Habitat Protection,Central Management Area,3,Central
19-118f,U/N Reef (19-118f),149.398,-19.528,24.248,Habitat Protection,Central Management Area,3,Central
19-119,U/N Reef (19-119),149.375,-19.545,36.465,Habitat Protection,Central Management Area,3,Central
19-121,U/N Reef (19-121),149.434,-19.548,680.964,Habitat Protection,Central Management Area,3,Central
19-122,U/N Reef (19-122),149.248,-19.579,322.203,Habitat Protection,Central Management Area,3,Central
19-123,U/N Reef (19-123),149.237,-19.589,240.009,Habitat Protection,Central Management Area,3,Central
19-124,U/N Reef (19-124),149.494,-19.571,57.063,Habitat Protection,Central Management Area,3,Central
19-125,U/N Reef (19-125),149.414,-19.589,237.596,Habitat Protection,Central Management Area,3,Central
19-126,U/N Reef (19-126),149.418,-19.645,1448.684,Habitat Protection,Central Management Area,3,Central
19-129,U/N Reef (19-129),149.303,-19.75,127.351,Habitat Protection,Central Management Area,3,Central
19-130,U/N Reef (19-130),149.336,-19.749,41.588,Habitat Protection,Central Management Area,3,Central
19-131b,U/N Reef (19-131b),149.366,-19.768,0.962,Habitat Protection,Central Management Area,3,Central
19-131c,U/N Reef (19-131c),149.372,-19.768,2.083,Habitat Protection,Central Management Area,3,Central
19-131d,U/N Reef (19-131d),149.377,-19.756,0.606,Habitat Protection,Central Management Area,3,Central
19-131e,U/N Reef (19-131e),149.378,-19.755,0.357,Habitat Protection,Central Management Area,3,Central
19-131f,U/N Reef (19-131f),149.378,-19.756,0.752,Habitat Protection,Central Management Area,3,Central
19-131g,U/N Reef (19-131g),149.38,-19.756,4.156,Habitat Protection,Central Management Area,3,Central
19-132,U/N Reef (19-132),149.4,-19.76,12.167,Habitat Protection,Central Management Area,3,Central
19-139,U/N Reef (19-139),149.588,-19.516,132.376,Habitat Protection,Central Management Area,3,Central
19-144,U/N Reef (19-144),149.568,-19.581,26.258,Habitat Protection,Central Management Area,3,Central
19-145,U/N Reef (19-145),149.505,-19.588,143.222,Habitat Protection,Central Management Area,3,Central
19-153,U/N Reef (19-153),149.759,-19.64,23.213,Habitat Protection,Central Management Area,3,Central
19-155,U/N Reef (19-155),149.72,-19.655,38.959,Habitat Protection,Central Management Area,3,Central
19-158,U/N Reef (19-158),149.692,-19.67,122.504,Habitat Protection,Central Management Area,3,Central
19-162,U/N Reef (19-162),149.526,-19.682,68.087,Habitat Protection,Central Management Area,3,Central
19-163,U/N Reef (19-163),149.538,-19.691,70.116,Habitat Protection,Central Management Area,3,Central
19-164,U/N Reef (19-164),149.728,-19.689,1357.548,Habitat Protection,Central Management Area,3,Central
19-165,U/N Reef (19-165),149.801,-19.698,1821.929,Habitat Protection,Central Management Area,3,Central
19-168,U/N Reef (19-168),149.611,-19.712,48.9,Habitat Protection,Central Management Area,3,Central
19-169,U/N Reef (19-169),149.613,-19.72,83.53,Habitat Protection,Central Management Area,3,Central
19-170,U/N Reef (19-170),149.686,-19.705,145.038,Habitat Protection,Central Management Area,3,Central
19-171,U/N Reef (19-171),149.743,-19.708,9.735,Habitat Protection,Central Management Area,3,Central
19-172,U/N Reef (19-172),149.759,-19.711,27.726,Habitat Protection,Central Management Area,3,Central
19-173,U/N Reef (19-173),149.767,-19.712,27.424,Habitat Protection,Central Management Area,3,Central
19-174,U/N Reef (19-174),149.808,-19.717,105.45,Habitat Protection,Central Management Area,3,Central
19-177,Crab Reef (19-177),149.709,-19.725,189.501,Habitat Protection,Central Management Area,3,Central
19-179,Howse Reef (19-179),149.787,-19.743,364.535,Habitat Protection,Central Management Area,3,Central
19-181,U/N Reef (19-181),149.617,-19.758,245.166,Habitat Protection,Central Management Area,3,Central
19-182,U/N Reef (19-182),149.73,-19.755,395.897,Habitat Protection,Central Management Area,3,Central
19-183,U/N Reef (19-183),149.654,-19.758,11.615,Habitat Protection,Central Management Area,3,Central
19-184,U/N Reef (19-184),149.656,-19.765,8.508,Habitat Protection,Central Management Area,3,Central
19-185,U/N Reef (19-185),149.659,-19.766,4.145,Habitat Protection,Central Management Area,3,Central
19-186,U/N Reef (19-186),149.725,-19.768,15.417,Habitat Protection,Central Management Area,3,Central
19-189,U/N Reef (19-189),149.695,-19.79,158.021,Habitat Protection,Central Management Area,3,Central
19-190,U/N Reef (19-190),149.705,-19.805,113.443,Habitat Protection,Central Management Area,3,Central
19-191,U/N Reef (19-191),149.722,-19.803,57.461,Habitat Protection,Central Management Area,3,Central
19-192,U/N Reef (19-192),149.616,-19.818,45.049,Habitat Protection,Central Management Area,3,Central
19-193,U/N Reef (19-193),149.733,-19.838,3691.21,Habitat Protection,Central Management Area,3,Central
19-194,U/N Reef (19-194),149.776,-19.826,167.621,Habitat Protection,Central Management Area,3,Central
19-196,U/N Reef (19-196),149.6,-19.859,27.27,Habitat Protection,Central Management Area,3,Central
19-197,Ross Reef (19-197),149.581,-19.873,1481.958,Habitat Protection,Central Management Area,3,Central
19-198,U/N Reef (19-198),149.719,-19.88,268.445,Habitat Protection,Central Management Area,3,Central
19-199,U/N Reef (19-199),149.698,-19.896,360.421,Habitat Protection,Central Management Area,3,Central
19-200,U/N Reef (19-200),149.829,-19.917,1637.769,Habitat Protection,Central Management Area,3,Central
19-201,U/N Reef (19-201),149.779,-19.941,54.973,Habitat Protection,Central Management Area,3,Central
19-202,U/N Reef (19-202),149.792,-19.928,502.352,Habitat Protection,Central Management Area,3,Central
19-203,U/N Reef (19-203),149.745,-19.943,749.36,Habitat Protection,Central Management Area,3,Central
19-204,Round Reef (19-204),149.624,-19.965,297.732,Habitat Protection,Central Management Area,3,Central
19-205a,Tideway Reef (No 1) (19-205a),149.725,-20.01,1522.552,Habitat Protection,Central Management Area,3,Central
19-205b,Tideway Reef (No 2) (19-205b),149.755,-19.998,242.537,Habitat Protection,Central Management Area,3,Central
19-205c,Tideway Reef (No 3) (19-205c),149.733,-19.977,1502.601,Habitat Protection,Central Management Area,3,Central
19-207,Hyde Reef (19-207),150.086,-19.756,797.407,Habitat Protection,Central Management Area,3,Central
19-208,U/N Reef (19-208),150.123,-19.786,905.533,Habitat Protection,Central Management Area,3,Central
19-209,Rebe Reef (19-209),150.153,-19.799,745.297,Habitat Protection,Central Management Area,3,Central
19-210,U/N Reef (19-210),150.098,-19.814,248.663,Habitat Protection,Central Management Area,3,Central
19-211,Wackett Reef (19-211),150.076,-19.823,911.147,Habitat Protection,Central Management Area,3,Central
19-212,Oom Reef (19-212),150.183,-19.828,99.99,Habitat Protection,Central Management Area,3,Central
19-213,U/N Reef (19-213),150.101,-19.833,23.526,Habitat Protection,Central Management Area,3,Central
19-214,Wyatt Earp Reef (19-214),150.22,-19.866,1834.927,Habitat Protection,Central Management Area,3,Central
19-215a,Sharon Shoal (No 1) (19-215a),150.288,-19.879,15.053,Habitat Protection,Central Management Area,3,Central
19-215b,Sharon Shoal (No 2) (19-215b),150.28,-19.866,54.157,Habitat Protection,Central Management Area,3,Central
19-215c,Sharon Shoal (No 3) (19-215c),150.297,-19.854,199.996,Habitat Protection,Central Management Area,3,Central
19-215d,Sharon Shoal (No 4) (19-215d),150.305,-19.871,38.118,Habitat Protection,Central Management Area,3,Central
19-216,U/N Reef (19-216),150.248,-19.889,761.535,Habitat Protection,Central Management Area,3,Central
19-217,U/N Reef (19-217),150.293,-19.893,21.176,Habitat Protection,Central Management Area,3,Central
19-218,Williams Reef (19-218),150.163,-19.903,334.534,Habitat Protection,Central Management Area,3,Central
19-219,Conder Reef (19-219),150.2,-19.921,571.647,Habitat Protection,Central Management Area,3,Central
19-220,White Tip Reef (19-220),150.271,-19.911,1293.973,Habitat Protection,Central Management Area,3,Central
19-221,Bond Reef (19-221),150.314,-19.926,63.458,Habitat Protection,Central Management Area,3,Central
19-222,Abott Reef (19-222),150.331,-19.937,95.744,Habitat Protection,Central Management Area,3,Central
19-223,U/N Reef (19-223),150.179,-19.943,33.266,Habitat Protection,Central Management Area,3,Central
19-224,U/N Reef (19-224),150.335,-19.945,35.442,Habitat Protection,Central Management Area,3,Central
19-225,U/N Reef (19-225),150.349,-19.954,761.997,Habitat Protection,Central Management Area,3,Central
19-226,Kerwin Reef (19-226),150.207,-19.956,865.907,Habitat Protection,Central Management Area,3,Central
19-227,U/N Reef (19-227),150.345,-19.974,80.882,Habitat Protection,Central Management Area,3,Central
19-228,U/N Reef (19-228),150.239,-19.993,41.404,Habitat Protection,Central Management Area,3,Central
19-229,Thompson Shoal (19-229),150.322,-19.904,18.681,Habitat Protection,Central Management Area,3,Central
19-230,Blossom Bank (West) (19-230),150.35,-19.793,82.646,Habitat Protection,Central Management Area,3,Central
19-231,Marilyn Shoal (19-231),150.389,-19.811,168.365,Habitat Protection,Central Management Area,3,Central
19-232,Ferris Shoal (19-232),150.37,-19.86,139.447,Habitat Protection,Central Management Area,3,Central
19-233,Maschke Shoal (19-233),150.357,-19.884,72.225,Habitat Protection,Central Management Area,3,Central
19-234,Blossom Bank (East) (19-234),150.363,-19.797,21.806,Habitat Protection,Central Management Area,3,Central
19-235,U/N Reef (19-235),150.344,-19.854,50.552,Habitat Protection,Central Management Area,3,Central
19-236,U/N Reef (19-236),149.411,-19.437,72.851,Habitat Protection,Central Management Area,3,Central
19-237,U/N Reef (19-237),149.419,-19.489,117.051,Habitat Protection,Central Management Area,3,Central
19-238,U/N Reef (19-238),149.519,-19.48,175.412,Habitat Protection,Central Management Area,3,Central
19-239,U/N Reef (19-239),149.526,-19.391,1010.433,Habitat Protection,Central Management Area,3,Central
19-240,U/N Reef (19-240),149.538,-19.536,39.31,Habitat Protection,Central Management Area,3,Central
19-241,U/N Reef (19-241),149.552,-19.339,102.224,Habitat Protection,Central Management Area,3,Central
19-242,U/N Reef (19-242),149.579,-19.421,642.37,Habitat Protection,Central Management Area,3,Central
19-243,U/N Reef (19-243),149.648,-19.763,1.394,Habitat Protection,Central Management Area,3,Central
19-244,U/N Reef (19-244),149.652,-19.497,249.346,Habitat Protection,Central Management Area,3,Central
19-245,U/N Reef (19-245),149.659,-19.783,0.387,Habitat Protection,Central Management Area,3,Central
19-246,U/N Reef (19-246),149.668,-19.811,815.676,Habitat Protection,Central Management Area,3,Central
19-248,U/N Reef (19-248),149.68,-19.977,374.797,Habitat Protection,Central Management Area,3,Central
19-252,U/N Reef (19-252),149.709,-19.659,14.376,Habitat Protection,Central Management Area,3,Central
19-253,U/N Reef (19-253),149.755,-19.715,2.374,Habitat Protection,Central Management Area,3,Central
19-254,U/N Reef (19-254),149.762,-19.792,0.948,Habitat Protection,Central Management Area,3,Central
19-255,U/N Reef (19-255),149.762,-19.79,1.15,Habitat Protection,Central Management Area,3,Central
19-256,U/N Reef (19-256),149.763,-19.791,0.518,Habitat Protection,Central Management Area,3,Central
19-257,U/N Reef (19-257),149.766,-19.723,83.599,Habitat Protection,Central Management Area,3,Central
19-258,U/N Reef (19-258),149.776,-19.728,10.325,Habitat Protection,Central Management Area,3,Central
19-260,U/N Reef (19-260),149.836,-19.952,28.463,Habitat Protection,Central Management Area,3,Central
19-261,U/N Reef (19-261),149.844,-19.94,8.656,Habitat Protection,Central Management Area,3,Central
19-269,U/N Reef (19-269),150.099,-19.742,56.989,Habitat Protection,Central Management Area,3,Central
19-270,U/N Reef (19-270),150.168,-19.855,6.324,Habitat Protection,Central Management Area,3,Central
19-271,U/N Reef (19-271),150.169,-19.91,0.364,Habitat Protection,Central Management Area,3,Central
19-272,U/N Reef (19-272),150.188,-19.889,239.045,Habitat Protection,Central Management Area,3,Central
19-273,U/N Reef (19-273),150.229,-19.893,0.551,Habitat Protection,Central Management Area,3,Central
19-274,U/N Reef (19-274),150.246,-19.911,6.133,Habitat Protection,Central Management Area,3,Central
19-276,U/N Reef (19-276),148.225,-19.236,141.943,Habitat Protection,Central Management Area,3,Central
19-277,U/N Reef (19-277),148.241,-19.233,31.916,Habitat Protection,Central Management Area,3,Central
19-278,U/N Reef (19-278),148.258,-19.117,64.465,Habitat Protection,Central Management Area,3,Central
19-279,U/N Reef (19-279),148.543,-19.095,286.707,Habitat Protection,Central Management Area,3,Central
19-285,U/N Reef (19-285),148.743,-19.372,36.755,Habitat Protection,Central Management Area,3,Central
19-286,U/N Reef (19-286),148.747,-19.296,919.142,Habitat Protection,Central Management Area,3,Central
19-287,U/N Reef (19-287),148.76,-19.37,18.19,Habitat Protection,Central Management Area,3,Central
19-289,U/N Reef (19-289),149.022,-19.308,43.601,Habitat Protection,Central Management Area,3,Central
19-290,U/N Reef (19-290),149.029,-19.527,9.769,Habitat Protection,Central Management Area,3,Central
19-293,U/N Reef (19-293),149.117,-19.26,36.136,Habitat Protection,Central Management Area,3,Central
19-294,U/N Reef (19-294),149.148,-19.304,158.539,Habitat Protection,Central Management Area,3,Central
19-297,U/N Reef (19-297),149.202,-19.512,5.59,Habitat Protection,Central Management Area,3,Central
19-298,U/N Reef (19-298),149.203,-19.521,25.258,Habitat Protection,Central Management Area,3,Central
19-299,U/N Reef (19-299),149.214,-19.277,202.982,Habitat Protection,Central Management Area,3,Central
19-300,U/N Reef (19-300),149.218,-19.325,219.049,Habitat Protection,Central Management Area,3,Central
